ID,stream,position,trap,time,order,suborder,family,subfamily,genus,species,number,comment,label on Eppi (y/n),same as in table,
5842,Modenbach,down,1,2018-06-11,Hymenoptera,,,,,,1,,n,,
5843,Russbach,up,1,2018-06-11,Coleoptera,,,,,,4,,y,y,
5844,Kropsbach,down,1,2018-06-11,Arachnida,,Araneae,,,,1,,y,,
5845,Kropsbach,down,1,2018-06-11,Diptera,Nematocera,Chironomidae,,,,4,,n,,
5846,Kropsbach,down,1,2018-06-11,Trichoptera,,Hydropsychidae,,Hydropsyche,,2,köpfe und vorderflügel fehlen,n,,
5847,Isenach,up,2,2018-06-11,Coleoptera,,,,,,6,,y,y,
5848,Isenach,up,2,2018-06-11,Diptera,Brachycera,,,,,1,,n,,
5849,Isenach,up,2,2018-06-11,Diptera,Nematocera,Chironomidae,,,,3,,n,,
5850,Isenach,up,2,2018-06-11,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
5851,Russbach,down,2,2018-06-11,Coleoptera,,,,,,15,,y,y,
5852,Russbach,down,2,2018-06-11,Arachnida,,Araneae,,,,1,,n,,
5853,Russbach,down,2,2018-06-11,Diptera,Brachycera,,,,,20,,n,,
5854,Russbach,down,1,2018-06-11,Coleoptera,,,,,,18,,y,y,
5855,Russbach,down,1,2018-06-11,Arachnida,,Araneae,,,,2,,n,,
5856,Russbach,down,1,2018-06-11,Diptera,Brachycera,,,,,15,,n,,
5857,Russbach,down,1,2018-06-11,Diptera,Nematocera,Psychodidae,,,,1,,n,,
5858,Russbach,down,1,2018-06-11,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5859,Hainbach,down,2,2018-06-11,Diptera,Brachycera,,,,,1,,y,y,
5860,Hainbach,down,2,2018-06-11,Diptera,Nematocera,Chironomidae,,,,2,,n,,
5861,Hainbach,down,2,2018-06-11,Diptera,Nematocera,Simuliidae,,,,1,,n,,
5862,Kaiserbach,up,1,2018-06-11,Trichoptera,,Hydroptilidae,,,,1,,y,y,
5863,Kaiserbach,up,1,2018-06-11,Diptera,Nematocera,Chironomidae,,,,4,,n,,
5864,Kaiserbach,up,1,2018-06-11,Trichoptera,,Psychomyidae,,,,1,,n,,
5865,Triefenbach,down,1,2018-06-11,keine Emergenz nur dreck,,,,,,0,,y,y,
5866,Isenach,up,1,2018-06-11,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,y,y,
5867,Isenach,up,1,2018-06-11,Trichoptera,,Hydroptilidae,,,,2,,n,,
5868,Isenach,up,1,2018-06-11,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5869,Hainbach,down,1,2018-06-11,Hymenoptera,,,,,,1,,y,y,
5870,Hainbach,down,1,2018-06-11,Diptera,Nematocera,Chironomidae,,,,6,,n,,
5871,Hainbach,down,1,2018-06-11,Ephemeroptera,,Baetidae,,Baetis,,2,,n,,
5872,Kaiserbach,up,2,2018-06-11,Diptera,Brachycera,,,,,1,,y,y,
5873,Kaiserbach,up,2,2018-06-11,Diptera,Nematocera,Chironomidae,,,,2,,n,,
5874,Modenbach,up,1,2018-06-11,Coleoptera,,,,,,1,,y,y,
5875,Modenbach,up,1,2018-06-11,Diptera,Brachycera,,,,,2,,n,,
5876,Modenbach,up,1,2018-06-11,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5877,Dierbach,down,1,2018-06-11,Coleoptera,,,,,,8,,y,y,
5878,Dierbach,down,1,2018-06-11,Diptera,Brachycera,,,,,1,,n,,
5879,Dierbach,down,1,2018-06-11,Diptera,Nematocera,Chironomidae,,,,11,,n,,
5880,Dierbach,down,1,2018-06-11,Diptera,Nematocera,Simuliidae,,,,2,,n,,
5881,Dierbach,down,1,2018-06-11,Hymenoptera,,,,,,1,,n,,
5882,Otterbach,up,1,2018-06-11,Arachnida,,Opiliones,,,,1,,y,y,
5883,Otterbach,up,1,2018-06-11,Diptera,Nematocera,Simuliidae,,,,1,,n,,
5884,Otterbach,up,1,2018-06-11,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5885,Kropsbach,down,2,2018-06-11,Coleoptera,,,,,,1,,y,y,
5886,Kropsbach,down,2,2018-06-11,Diptera,Nematocera,Chironomidae,,,,21,,n,,
5887,Kropsbach,down,2,2018-06-11,Diptera,Brachycera,,,,,14,,n,,
5888,Kropsbach,down,2,2018-06-11,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
5889,Kropsbach,down,2,2018-06-11,Trichoptera,,Psychomyidae,,,,1,,n,,
5890,Otterbach,up,1,2018-06-14,Coleoptera,,,,,,1,,y,y,
5891,Otterbach,up,1,2018-06-14,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5892,Otterbach,up,1,2018-06-14,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
5893,Klingbach,down,1,2018-06-14,Coleoptera,,,,,,11,,y,y,
5894,Klingbach,down,1,2018-06-14,Diptera,Brachycera,,,,,4,,n,,
5895,Klingbach,down,1,2018-06-14,Diptera,Nematocera,Psychodidae,,,,1,,n,,
5896,Klingbach,down,1,2018-06-14,Diptera,Nematocera,Chironomidae,,,,15,,n,,
5897,Klingbach,down,1,2018-06-14,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
5898,Klingbach,down,1,2018-06-14,Arachnida,,Araneae,,,,1,,n,,
5899,Dierbach,down,2,2018-06-14,Coleoptera,,,,,,2,,y,,
5900,Dierbach,down,2,2018-06-14,Diptera,Brachycera,,,,,3,,n,,
5901,Dierbach,down,2,2018-06-14,Diptera,Nematocera,Simuliidae,,,,1,,n,,
5902,Dierbach,down,2,2018-06-14,Diptera,Nematocera,Chironomidae,,,,15,,n,,
5903,Dierbach,down,2,2018-06-14,Diptera,Nematocera,Ceratopogonidae,,,,1,,n,,
5904,Modenbach,up,2,2018-06-11,Ephemeroptera,,Baetidae,,Baetis,,1,,y,y,
5905,Triefenbach,down,2,2018-06-11,Ephemeroptera,,Heptageniidae,,Ecdyonurus,lateralis,1,,y,y,
5906,Triefenbach,down,2,2018-06-11,Diptera,Nematocera,Chironomidae,,,,55,,n,,
5907,Triefenbach,down,2,2018-06-11,Diptera,Nematocera,Simuliidae,,,,5,,n,,
5908,Triefenbach,down,2,2018-06-11,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
5909,Isenach,down,1,2018-06-14,Coleoptera,,,,,,20,,y,y,
5910,Isenach,down,1,2018-06-14,Diptera,Nematocera,Chironomidae,,,,25,,n,,
5911,Isenach,down,1,2018-06-14,Diptera,Nematocera,Ceratopogonidae,,,,1,,n,,
5912,Isenach,down,1,2018-06-14,Diptera,Brachycera,,,,,1,,n,,
5913,Isenach,down,1,2018-06-14,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
5914,Isenach,down,1,2018-06-14,Arachnida,,Araneae,,,,1,,n,,
5915,Otterbach,up,2,2018-06-14,Coleoptera,,,,,,1,,y,Otterbach up 1 14/06/18,
5916,Otterbach,up,2,2018-06-14,Hymenoptera,,,,,,1,,n,,
5917,Otterbach,up,2,2018-06-14,Arachnida,,Araneae,,,,1,,n,,
5918,Otterbach,up,2,2018-06-14,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5919,Kaiserbach,down,1,2018-06-11,Coleoptera,,,,,,1,,y,y,
5920,Kaiserbach,down,1,2018-06-11,Diptera,Nematocera,Chironomidae,,,,3,,n,,
5921,Kaiserbach,down,1,2018-06-11,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
5922,Kaiserbach,down,1,2018-06-11,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
5923,Kaiserbach,down,1,2018-06-11,Trichoptera,,Psychomyidae,,,,1,,n,,
5924,Hainbach,down,2,2018-06-14,Hymenoptera,,,,,,3,,y,y,
5925,Hainbach,down,2,2018-06-14,Diptera,Brachycera,,,,,1,,n,,
5926,Hainbach,down,2,2018-06-14,Diptera,Nematocera,Chironomidae,,,,6,,n,,
5927,Hainbach,down,2,2018-06-14,Diptera,Nematocera,Cecidomyiidae,,,,1,,n,,
5928,Hainbach,down,2,2018-06-14,Diptera,Nematocera,Simuliidae,,,,1,,n,,
5929,Hainbach,down,2,2018-06-14,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
5930,Hainbach,down,2,2018-06-14,Coleoptera,,,,,,1,,n,,
5931,Triefenbach,up,2,2018-06-14,Arachnida,,Araneae,,,,1,,y,y,
5932,Triefenbach,up,2,2018-06-14,Diptera,Nematocera,Chironomidae,,,,4,,n,,
5933,Modenbach,up,1,2018-06-14,Diptera,Nematocera,Chironomidae,,,,1,,y,y,
5934,Hainbach,down,1,2018-06-14,Coleoptera,,,,,,1,,y,y,
5935,Kropsbach,up,1,2018-06-14,Diptera,Brachycera,,,,,4,,y,y,
5936,Kropsbach,up,1,2018-06-14,Diptera,Nematocera,Chironomidae,,,,6,,n,,
5937,Kropsbach,up,1,2018-06-14,Diptera,Nematocera,Simuliidae,,,,3,,n,,
5938,Klingbach,down,1,2018-06-18,Coleoptera,,,,,,1,,y,y,
5939,Klingbach,down,1,2018-06-18,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
5940,Klingbach,down,1,2018-06-18,Diptera,Nematocera,Chironomidae,,,,4,,n,,
5941,Klingbach,down,1,2018-06-18,Diptera,Nematocera,Culicidae,,,,1,,n,,
5942,Russbach,down,2,2018-06-14,Coleoptera,,,,,,10,,y,y,
5943,Russbach,down,2,2018-06-14,Diptera,Brachycera,,,,,17,,n,,
5944,Russbach,down,2,2018-06-14,Arachnida,,Araneae,,,,2,,n,,
5945,Russbach,down,2,2018-06-14,Hymenoptera,,,,,,1,,n,,
5946,Russbach,down,2,2018-06-14,Diptera,Nematocera,Limoniidae,,,,3,,n,,
5947,Russbach,down,2,2018-06-14,Diptera,Nematocera,Sciaridae,,,,4,,n,,
5948,Russbach,down,2,2018-06-14,Diptera,Nematocera,Chironomidae,,,,1,,n,,
5949,Hainbach,up,1,2018-06-14,Coleoptera,,,,,,4,,y,y,
5950,Hainbach,up,1,2018-06-14,Diptera,Brachycera,,,,,1,,n,,
5951,Russbach,up,2,2018-06-14,Coleoptera,,,,,,4,,y,y,
5952,Russbach,up,2,2018-06-14,Diptera,Nematocera,Cecidomyiidae,,,,1,,n,,
5953,Russbach,up,2,2018-06-14,Diptera,Nematocera,Chironomidae,,,,6,,n,,
5954,Isenach,up,1,2018-06-15,Coleoptera,,,,,,3,,y,y,
5955,Isenach,up,1,2018-06-15,Diptera,Nematocera,Chironomidae,,,,4,,n,,
5956,Isenach,up,1,2018-06-15,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
5957,Isenach,up,1,2018-06-15,Diptera,Nematocera,Psychodidae,,,,1,,n,,
5958,Isenach,up,2,2018-06-15,Coleoptera,,,,,,6,,y,y,
5959,Isenach,up,2,2018-06-15,Diptera,Brachycera,,,,,1,,n,,
5960,Isenach,up,2,2018-06-15,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
5961,Isenach,up,2,2018-06-15,Diptera,Nematocera,Chironomidae,,,,6,,n,,
5962,Isenach,up,2,2018-06-15,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
5963,Klingbach,down,2,2018-06-18,Coleoptera,,,,,,1,,y,y,
5964,Klingbach,down,2,2018-06-18,Hymenoptera,,,,,,1,,n,,
5965,Kaiserbach,down,1,2018-06-14,Coleoptera,,,,,,2,,y,y,
5966,Kaiserbach,down,1,2018-06-14,Diptera,Nematocera,Simuliidae,,,,1,,n,,
5967,Kaiserbach,down,1,2018-06-14,Diptera,Nematocera,Chironomidae,,,,9,,n,,
5968,Isenach,down,2,2018-06-14,Coleoptera,,,,,,12,,y,y,
5969,Isenach,down,2,2018-06-14,Arachnida,,Araneae,,,,1,,n,,
5970,Isenach,down,2,2018-06-14,Diptera,Nematocera,Chironomidae,,,,18,,n,,
5971,Isenach,down,2,2018-06-14,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
5972,Isenach,down,2,2018-06-14,Diptera,Brachycera,,,,,1,,n,,
5973,Isenach,down,2,2018-06-14,Hymenoptera,,,,,,1,,n,,
5974,Triefenbach,up,1,2018-06-14,Diptera,Nematocera,Chironomidae,,,,4,,y,y,
5975,Hainbach,up,2,2018-06-14,Coleoptera,,,,,,11,,y,y,
5976,Hainbach,up,2,2018-06-14,Diptera,Nematocera,Chironomidae,,,,2,,n,,
5977,Dierbach,up,2,2018-06-14,Coleoptera,,,,,,1,,y,y,
5978,Dierbach,up,2,2018-06-14,Diptera,Nematocera,Chironomidae,,,,3,,n,,
5979,Dierbach,up,1,2018-06-18,Diptera,Brachycera,,,,,1,,y,y,
5980,Dierbach,up,1,2018-06-18,Diptera,Nematocera,Chironomidae,,,,11,,n,,
5981,Triefenbach,down,2,2018-06-14,Coleoptera,,,,,,1,,y,y,
5982,Triefenbach,down,2,2018-06-14,Diptera,Nematocera,Chironomidae,,,,9,,n,,
5983,Triefenbach,down,2,2018-06-14,Diptera,Nematocera,Simuliidae,,,,3,,n,,
5984,Dierbach,down,1,2018-06-14,Coleoptera,,,,,,4,,y,y,
5985,Dierbach,down,1,2018-06-14,Diptera,Nematocera,Chironomidae,,,,25,,n,,
5986,Dierbach,down,1,2018-06-14,Diptera,Nematocera,Simuliidae,,,,3,,n,,
5987,Dierbach,down,1,2018-06-14,Diptera,Brachycera,,,,,1,,n,,
5988,Dierbach,down,1,2018-06-14,Hymenoptera,,,,,,5,,n,,
5989,Russbach,up,1,2018-06-14,Coleoptera,,,,,,17,,y,y,
5990,Russbach,up,1,2018-06-14,Diptera,Nematocera,Chironomidae,,,,3,,n,,
5991,Kaiserbach,up,1,2018-06-14,Coleoptera,,,,,,1,,y,y,
5992,Kaiserbach,up,1,2018-06-14,Diptera,Brachycera,,,,,1,,n,,
5993,Kaiserbach,up,1,2018-06-14,Diptera,Nematocera,Chironomidae,,,,4,,n,,
5994,Kaiserbach,up,1,2018-06-14,Trichoptera,,Leptoceridae,,,,1,,n,,
5995,Kaiserbach,down,2,2018-06-14,Coleoptera,,,,,,1,,y,y,
5996,Kaiserbach,down,2,2018-06-14,Arachnida,,Araneae,,,,1,,n,,
5997,Kaiserbach,down,2,2018-06-14,Diptera,Nematocera,Chironomidae,,,,2,,n,,
5998,Kaiserbach,down,2,2018-06-14,Diptera,Brachycera,,,,,1,,n,,
5999,Kaiserbach,down,2,2018-06-14,Ephemeroptera,,Baetidae,,Baetis,,1,"zu kaputt ur weiteren bestimmung, nur noch brustkorb mit vorderflügeln",n,,
6000,Dierbach,up,1,2018-06-14,Coleoptera,,,,,,1,,y,Dier up 2 14/06/18,
6001,Kaiserbach,up,2,2018-06-14,Coleoptera,,,,,,3,,y,y,
6002,Kaiserbach,up,2,2018-06-14,Diptera,,,,,,1,,n,,
6003,Kaiserbach,up,2,2018-06-14,Diptera,Nematocera,Limoniidae,,,,1,,n,,
6004,Russbach,down,1,2018-06-14,Coleoptera,,,,,,15,,y,y,
6005,Russbach,down,1,2018-06-14,Diptera,Brachycera,,,,,12,,n,,
6006,Russbach,down,1,2018-06-14,Diptera,Nematocera,Chironomidae,,,,2,,n,,
6007,Russbach,down,1,2018-06-14,Diptera,Nematocera,Limoniidae,,,,2,,n,,
6008,Dierbach,up,2,2018-05-30,Coleoptera,,,,,,1,,y,y,
6009,Dierbach,up,2,2018-05-30,Diptera,Brachycera,,,,,2,,n,,
6010,Dierbach,up,2,2018-05-30,Diptera,Nematocera,Chironomidae,,,,2,,n,,
6011,Dierbach,up,2,2018-05-30,Diptera,Nematocera,Psychodidae,,,,1,,n,,
6012,Klingbach,down,2,2018-05-30,Coleoptera,,,,,,4,,y,y,
6013,Klingbach,down,2,2018-05-30,Diptera,Nematocera,Chironomidae,,,,21,,n,,
6014,Russbach,up,2,2018-05-30,Coleoptera,,,,,,2,,y,y,
6015,Russbach,up,2,2018-05-30,Diptera,Brachycera,,,,,2,,n,,
6016,Otterbach,up,2,2018-05-30,Coleoptera,,,,,,1,,y,y,
6017,Otterbach,up,2,2018-05-30,Arachnida,,Araneae,,,,1,,n,,
6018,Otterbach,up,2,2018-05-30,Diptera,Nematocera,Chironomidae,,,,1,,n,,
6019,Otterbach,up,2,2018-05-30,Diptera,Nematocera,Limoniidae,,,,1,,n,,
6020,Otterbach,up,2,2018-05-30,Diptera,Brachycera,,,,,1,,n,,
6021,Otterbach,up,2,2018-05-30,Ephemeroptera,,Baetidae,,Baetis,,2,,n,,
6022,Triefenbach,down,1,2018-05-30,Coleoptera,,,,,,4,,y,y,
6023,Triefenbach,down,1,2018-05-30,Hymenoptera,,,,,,1,,n,,
6024,Triefenbach,down,1,2018-05-30,Diptera,Nematocera,Simuliidae,,,,12,,n,,
6025,Triefenbach,down,1,2018-05-30,Diptera,Nematocera,Chironomidae,,,,8,,n,,
6026,Triefenbach,down,1,2018-05-30,Ephemeroptera,,Baetidae,,Baetis,,2,,n,,
6027,Klingbach,up,2,2018-05-30,Coleoptera,,,,,,1,,y,y,
6028,Klingbach,up,2,2018-05-30,Ephemeroptera,,Baetidae,,Baetis,,2,,n,,
6029,Klingbach,up,2,2018-05-30,Diptera,Nematocera,Chironomidae,,,,1,,n,,
6030,Triefenbach,up,1,2018-05-30,Trichoptera,,Hydroptilidae,,,,1,,y,y,
6031,Triefenbach,up,1,2018-05-30,Diptera,Nematocera,Chironomidae,,,,1,,n,,
6032,Triefenbach,up,1,2018-05-30,Diptera,Nematocera,Mycetophilidae,,,,1,,n,,
6033,Modenbach,down,1,2018-05-30,Coleoptera,,,,,,5,,y,y,
6034,Modenbach,down,1,2018-05-30,Diptera,Nematocera,Simuliidae,,,,1,,n,,
6035,Modenbach,down,1,2018-05-30,Diptera,Brachycera,,,,,1,,n,,
6036,Modenbach,down,1,2018-05-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,2,,n,,
6037,Klingbach,down,1,2018-05-30,Arachnida,,Araneae,,,,1,,y,y,
6038,Klingbach,down,1,2018-05-30,Coleoptera,,,,,,21,,n,,
6039,Klingbach,down,1,2018-05-30,Hymenoptera,,,,,,1,,n,,
6040,Klingbach,down,1,2018-05-30,Diptera,Nematocera,Chironomidae,,,,10,,n,,
6041,Klingbach,down,1,2018-05-30,Diptera,Nematocera,Psychodidae,,,,1,,n,,
6042,Klingbach,down,1,2018-05-30,Ephemeroptera,,Baetidae,,Baetis,,1,ziemlich vergammelt nicht für PUFA nehmen,n,,
6043,Dierbach,down,1,2018-05-30,Arachnida,,Araneae,,,,1,,y,y,
6044,Dierbach,down,1,2018-05-30,Diptera,Nematocera,Chironomidae,,,,6,,n,,
6045,Dierbach,down,1,2018-05-30,Diptera,Brachycera,,,,,1,,n,,
6046,Hainbach,down,1,2018-05-30,Arachnida,,Opiliones,,,,1,,y,y,
6047,Hainbach,down,1,2018-05-30,Diptera,Nematocera,Simuliidae,,,,1,,n,,
6048,Hainbach,down,1,2018-05-30,Diptera,Nematocera,Chironomidae,,,,50,,n,,
6049,Hainbach,down,1,2018-05-30,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
6050,Hainbach,down,1,2018-05-30,Coleoptera,,,,,,1,,n,,
6051,Hainbach,down,1,2018-05-30,Diptera,Brachycera,,,,,1,,n,,
6052,Russbach,down,2,2018-05-30,Coleoptera,,,,,,1,,y,y,
6053,Russbach,down,2,2018-05-30,Ephemeroptera,,Baetidae,,Baetis,,1,ziemlich vergammelt,n,,
6054,Russbach,down,2,2018-05-30,Diptera,Nematocera,Chironomidae,,,,1,ziemlich vergammelt,n,,
6055,Hainbach,down,2,2018-05-30,Coleoptera,,,,,,1,,y,y,
6056,Hainbach,down,2,2018-05-30,Arachnida,,Araneae,,,,2,,n,,
6057,Hainbach,down,2,2018-05-30,Diptera,Nematocera,Chironomidae,,,,19,,n,,
6058,Hainbach,down,2,2018-05-30,Diptera,Nematocera,Limoniidae,,,,1,,n,,
6059,Hainbach,up,1,2018-05-30,Coleoptera,,,,,,5,,y,y,
6060,Hainbach,up,1,2018-05-30,Diptera,Brachycera,,,,,12,,n,,
6061,Hainbach,up,1,2018-05-30,Diptera,Nematocera,Chironomidae,,,,7,,n,,
6062,Hainbach,up,1,2018-05-30,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
6063,Modenbach,down,2,2018-05-30,Coleoptera,,,,,,6,,y,y,
6064,Modenbach,down,2,2018-05-30,Diptera,Brachycera,,,,,1,,n,,
6065,Modenbach,down,2,2018-05-30,Diptera,Nematocera,Chironomidae,,,,2,,n,,
6066,Modenbach,down,2,2018-05-30,Diptera,Nematocera,Simuliidae,,,,6,,n,,
6067,Modenbach,down,2,2018-05-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
6068,Modenbach,down,2,2018-05-30,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
6069,Russbach,down,1,2018-05-30,Coleoptera,,,,,,20,,y,y,
6070,Russbach,down,1,2018-05-30,Diptera,Brachycera,,,,,4,,n,,
6071,Russbach,down,1,2018-05-30,Diptera,Nematocera,Chironomidae,,,,5,,n,,
6072,Russbach,down,1,2018-05-30,Ephemeroptera,,Baetidae,,Baetis,,4,,n,,
6073,Dierbach,up,1,2018-05-30,Coleoptera,,,,,,2,,y,y,
6074,Dierbach,up,1,2018-05-30,Arachnida,,Araneae,,,,1,,n,,
6075,Dierbach,up,1,2018-05-30,Diptera,Brachycera,,,,,8,,n,,
6076,Dierbach,up,1,2018-05-30,Diptera,Nematocera,Chironomidae,,,,6,,n,,
6077,Dierbach,up,1,2018-05-30,Plecoptera,,Leuctridae,,Leuctra,,1,,n,,
6078,Kaiserbach,up,2,2018-05-30,Ephemeroptera,,Baetidae,,Baetis,,4,,y,y,
6079,Russbach,up,1,2018-05-30,Coleoptera,,,,,,1,,y,y,
6080,Russbach,up,1,2018-05-30,Hymenoptera,,,,,,1,,n,,
6081,Russbach,up,1,2018-05-30,Diptera,Nematocera,Chironomidae,,,,6,,n,,
6082,Russbach,up,1,2018-05-30,Diptera,Nematocera,Cecidomyiidae,,,,1,,n,,
6083,Kaiserbach,down,1,2018-05-30,Coleoptera,,,,,,3,,y,y,
6084,Kaiserbach,down,1,2018-05-30,Diptera,Nematocera,Chironomidae,,,,3,,n,,
6085,Kaiserbach,down,1,2018-05-30,Ephemeroptera,,Baetidae,,Baetis,,3,,n,,
6086,Kaiserbach,down,1,2018-05-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,2,,n,,
6087,Triefenbach,down,2,2018-05-30,Coleoptera,,,,,,3,,y,y,
6088,Triefenbach,down,2,2018-05-30,Diptera,Nematocera,Simuliidae,,,,10,,n,,
6089,Triefenbach,down,2,2018-05-30,Diptera,Nematocera,Chironomidae,,,,15,,n,,
6090,Triefenbach,down,2,2018-05-30,Diptera,Nematocera,Limoniidae,,,,1,,n,,
6091,Triefenbach,down,2,2018-05-30,Ephemeroptera,,Baetidae,,Baetis,,3,,n,,
6092,Otterbach,down,2,2018-05-30,Ephemeroptera,,Baetidae,,Baetis,,1,,y,y,
6093,Klingbach,up,1,2018-05-30,Hymenoptera,,,,,,3,,y,y,
6094,Klingbach,up,1,2018-05-30,Diptera,Nematocera,Chironomidae,,,,3,,n,,
6095,Klingbach,up,1,2018-05-30,Ephemeroptera,,Baetidae,,Baetis,,2,,n,,
6096,Otterbach,down,1,2018-05-30,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
6097,Otterbach,down,1,2018-05-30,Coleoptera,,,,,,6,,y,y,
6098,Triefenbach,up,2,2018-05-30,Coleoptera,,,,,,3,,y,y,
6099,Triefenbach,up,2,2018-05-30,Diptera,Nematocera,Chironomidae,,,,1,,n,,
6100,Triefenbach,up,2,2018-05-30,Diptera,Nematocera,Simuliidae,,,,1,,n,,
6101,Kaiserbach,down,2,2018-05-30,Coleoptera,,,,,,1,,y,y,
6102,Kaiserbach,down,2,2018-05-30,Diptera,Nematocera,Chironomidae,,,,1,,n,,
6103,Kaiserbach,down,2,2018-05-30,Trichoptera,,Hydropsychidae,,Hydropsyche,,3,,n,,
6104,Modenbach,up,1,2018-06-04,Trichoptera,,Hydroptilidae,,,,1,,y,y,
6105,Modenbach,up,1,2018-05-30,Coleoptera,,,,,,5,,y,y,
6106,Modenbach,up,1,2018-05-30,Hymenoptera,,,,,,2,,n,,
6107,Modenbach,up,1,2018-05-30,Trichoptera,,Hydroptilidae,,,,24,,n,,
6108,Modenbach,up,1,2018-05-30,Diptera,Brachycera,,,,,11,,n,,
6109,Modenbach,up,1,2018-05-30,Diptera,Nematocera,Chironomidae,,,,3,,n,,
6110,Modenbach,up,1,2018-05-30,Diptera,Nematocera,Simuliidae,,,,1,,n,,
6111,Modenbach,up,1,2018-05-30,Ephemeroptera,,Baetidae,,Baetis,,2,,n,,
6112,Klingbach,down,1,2018-06-04,Diptera,Nematocera,Chironomidae,,,,29,,y,y,
6113,Isenach,down,1,2018-06-04,Coleoptera,,,,,,111,,y,y,
6114,Isenach,down,1,2018-06-04,Diptera,Nematocera,Chironomidae,,,,219,,n,,
6115,Isenach,down,1,2018-06-04,Hymenoptera,,,,,,9,,n,,
6116,Isenach,down,1,2018-06-04,Diptera,Nematocera,Psychodidae,,,,8,,n,,
6117,Isenach,down,1,2018-06-04,Diptera,Brachycera,,,,,12,,n,,
6118,Isenach,up,1,2018-05-30,Diptera,Nematocera,Chironomidae,,,,3,,y,y,
6119,Isenach,up,2,2018-05-30,Ephemeroptera,,Baetidae,,Baetis,,1,,y,y,
6120,Isenach,up,2,2018-05-30,Diptera,Nematocera,Chironomidae,,,,2,,n,,
6121,Hainbach,up,1,2018-06-04,Coleoptera,,,,,,2,,y,y,
6122,Hainbach,up,1,2018-06-04,Diptera,Brachycera,,,,,3,,n,,
6123,Hainbach,up,1,2018-06-04,Diptera,Nematocera,Chironomidae,,,,2,,n,,
6124,Hainbach,up,1,2018-06-04,Trichoptera,,Psychomyidae,,,,1,zu kaputt für weitere bestimmung,n,,
6125,Isenach,down,1,2018-05-30,Coleoptera,,,,,,1,,y,y,
6126,Isenach,down,1,2018-05-30,Diptera,Nematocera,Chironomidae,,,,47,,n,,
6127,Triefenbach,down,2,2018-06-04,Coleoptera,,,,,,1,,y,y,
6128,Triefenbach,down,2,2018-06-04,Hymenoptera,,,,,,1,,n,,
6129,Triefenbach,down,2,2018-06-04,Arachnida,,Araneae,,,,1,,n,,
6130,Triefenbach,down,2,2018-06-04,Diptera,Nematocera,Simuliidae,,,,7,,n,,
6131,Triefenbach,down,2,2018-06-04,Diptera,Nematocera,Chironomidae,,,,3,,n,,
6132,Triefenbach,down,2,2018-06-04,Ephemeroptera,,Baetidae,,Baetis,,2,,n,,
6133,Triefenbach,down,2,2018-06-04,Ephemeroptera,,Heptageniidae,,Ecdyonurus,lateralis,2,,n,,
6134,Isenach,down,2,2018-05-30,Coleoptera,,,,,,4,,y,y,
6135,Isenach,down,2,2018-05-30,Diptera,Nematocera,Chironomidae,,,,19,,n,,
6136,Isenach,down,2,2018-05-30,Diptera,Brachycera,,,,,1,,n,,
6137,Isenach,up,2,2018-06-04,Coleoptera,,,,,,2,,y,y,
6138,Isenach,up,2,2018-06-04,Diptera,Nematocera,Chironomidae,,,,5,,n,,
6139,Isenach,up,2,2018-06-04,Ephemeroptera,,Arthropleidae,,Arthroplea,congener,1,,n,,
6140,Triefenbach,up,1,2018-06-04,Coleoptera,,,,,,3,,y,y,
6141,Triefenbach,up,1,2018-06-04,Diptera,Nematocera,Simuliidae,,,,1,,n,,
6142,Triefenbach,up,1,2018-06-04,Diptera,Nematocera,Culicidae,,,,1,,n,,
6143,Triefenbach,up,1,2018-06-04,Ephemeroptera,,Heptageniidae,,Ecdyonurus,lateralis,1,,n,,
6144,Triefenbach,up,1,2018-06-04,Trichoptera,,Philopotamidae,,Wormaldia,,1,,n,,
